sample_index,video_frame_index,time_s_from_video_start,time_s_from_trim_start
641,1606,6.176923,2.465385
642,1607,6.180769,2.469231
643,1608,6.184615,2.473077
644,1609,6.188462,2.476923
645,1610,6.192308,2.480769
646,1611,6.196154,2.484615
647,1612,6.200000,2.488462
648,1613,6.203846,2.492308
649,1614,6.207692,2.496154
650,1615,6.211538,2.500000
651,1616,6.215385,2.503846
652,1617,6.219231,2.507692
653,1618,6.223077,2.511538
654,1619,6.226923,2.515385
655,1620,6.230769,2.519231
656,1621,6.234615,2.523077
657,1622,6.238462,2.526923
658,1623,6.242308,2.530769
659,1624,6.246154,2.534615
660,1625,6.250000,2.538462
661,1626,6.253846,2.542308
662,1627,6.257692,2.546154
663,1628,6.261538,2.550000
664,1629,6.265385,2.553846
665,1630,6.269231,2.557692
666,1631,6.273077,2.561538
667,1632,6.276923,2.565385
668,1633,6.280769,2.569231
669,1634,6.284615,2.573077
670,1635,6.288462,2.576923
671,1636,6.292308,2.580769
672,1637,6.296154,2.584615
673,1638,6.300000,2.588462
674,1639,6.303846,2.592308
675,1640,6.307692,2.596154
676,1641,6.311538,2.600000
677,1642,6.315385,2.603846
678,1643,6.319231,2.607692
679,1644,6.323077,2.611538
680,1645,6.326923,2.615385
681,1646,6.330769,2.619231
682,1647,6.334615,2.623077
683,1648,6.338462,2.626923
684,1649,6.342308,2.630769
685,1650,6.346154,2.634615
686,1651,6.350000,2.638462
687,1652,6.353846,2.642308
688,1653,6.357692,2.646154
689,1654,6.361538,2.650000
690,1655,6.365385,2.653846
691,1656,6.369231,2.657692
692,1657,6.373077,2.661538
693,1658,6.376923,2.665385
694,1659,6.380769,2.669231
695,1660,6.384615,2.673077
696,1661,6.388462,2.676923
697,1662,6.392308,2.680769
698,1663,6.396154,2.684615
699,1664,6.400000,2.688462
700,1665,6.403846,2.692308
701,1666,6.407692,2.696154
702,1667,6.411538,2.700000
703,1668,6.415385,2.703846
704,1669,6.419231,2.707692
705,1670,6.423077,2.711538
706,1671,6.426923,2.715385
707,1672,6.430769,2.719231
708,1673,6.434615,2.723077
709,1674,6.438462,2.726923
710,1675,6.442308,2.730769
711,1676,6.446154,2.734615
712,1677,6.450000,2.738462
713,1678,6.453846,2.742308
714,1679,6.457692,2.746154
715,1680,6.461538,2.750000
716,1681,6.465385,2.753846
717,1682,6.469231,2.757692
718,1683,6.473077,2.761538
719,1684,6.476923,2.765385
720,1685,6.480769,2.769231
721,1686,6.484615,2.773077
722,1687,6.488462,2.776923
723,1688,6.492308,2.780769
724,1689,6.496154,2.784615
725,1690,6.500000,2.788462
726,1691,6.503846,2.792308
727,1692,6.507692,2.796154
728,1693,6.511538,2.800000
729,1694,6.515385,2.803846
730,1695,6.519231,2.807692
731,1696,6.523077,2.811538
732,1697,6.526923,2.815385
733,1698,6.530769,2.819231
734,1699,6.534615,2.823077
735,1700,6.538462,2.826923
736,1701,6.542308,2.830769
737,1702,6.546154,2.834615
738,1703,6.550000,2.838462
739,1704,6.553846,2.842308
740,1705,6.557692,2.846154
741,1706,6.561538,2.850000
742,1707,6.565385,2.853846
743,1708,6.569231,2.857692
744,1709,6.573077,2.861538
745,1710,6.576923,2.865385
746,1711,6.580769,2.869231
747,1712,6.584615,2.873077
748,1713,6.588462,2.876923
749,1714,6.592308,2.880769
750,1715,6.596154,2.884615
751,1716,6.600000,2.888462
752,1717,6.603846,2.892308
753,1718,6.607692,2.896154
754,1719,6.611538,2.900000
755,1720,6.615385,2.903846
756,1721,6.619231,2.907692
757,1722,6.623077,2.911538
758,1723,6.626923,2.915385
759,1724,6.630769,2.919231
760,1725,6.634615,2.923077
761,1726,6.638462,2.926923
762,1727,6.642308,2.930769
763,1728,6.646154,2.934615
764,1729,6.650000,2.938462
765,1730,6.653846,2.942308
766,1731,6.657692,2.946154
767,1732,6.661538,2.950000
768,1733,6.665385,2.953846
769,1734,6.669231,2.957692
770,1735,6.673077,2.961538
771,1736,6.676923,2.965385
772,1737,6.680769,2.969231
773,1738,6.684615,2.973077
774,1739,6.688462,2.976923
775,1740,6.692308,2.980769
776,1741,6.696154,2.984615
777,1742,6.700000,2.988462
778,1743,6.703846,2.992308
779,1744,6.707692,2.996154
780,1745,6.711538,3.000000
781,1746,6.715385,3.003846
782,1747,6.719231,3.007692
783,1748,6.723077,3.011538
784,1749,6.726923,3.015385
785,1750,6.730769,3.019231
786,1751,6.734615,3.023077
787,1752,6.738462,3.026923
788,1753,6.742308,3.030769
789,1754,6.746154,3.034615
790,1755,6.750000,3.038462
791,1756,6.753846,3.042308
792,1757,6.757692,3.046154
793,1758,6.761538,3.050000
794,1759,6.765385,3.053846
795,1760,6.769231,3.057692
796,1761,6.773077,3.061538
797,1762,6.776923,3.065385
798,1763,6.780769,3.069231
799,1764,6.784615,3.073077
800,1765,6.788462,3.076923
801,1766,6.792308,3.080769
802,1767,6.796154,3.084615
803,1768,6.800000,3.088462
804,1769,6.803846,3.092308
805,1770,6.807692,3.096154
806,1771,6.811538,3.100000
807,1772,6.815385,3.103846
808,1773,6.819231,3.107692
809,1774,6.823077,3.111538
810,1775,6.826923,3.115385
811,1776,6.830769,3.119231
812,1777,6.834615,3.123077
813,1778,6.838462,3.126923
814,1779,6.842308,3.130769
815,1780,6.846154,3.134615
816,1781,6.850000,3.138462
817,1782,6.853846,3.142308
818,1783,6.857692,3.146154
819,1784,6.861538,3.150000
820,1785,6.865385,3.153846
821,1786,6.869231,3.157692
822,1787,6.873077,3.161538
823,1788,6.876923,3.165385
824,1789,6.880769,3.169231
825,1790,6.884615,3.173077
826,1791,6.888462,3.176923
827,1792,6.892308,3.180769
828,1793,6.896154,3.184615
829,1794,6.900000,3.188462
830,1795,6.903846,3.192308
831,1796,6.907692,3.196154
832,1797,6.911538,3.200000
833,1798,6.915385,3.203846
834,1799,6.919231,3.207692
835,1800,6.923077,3.211538
836,1801,6.926923,3.215385
837,1802,6.930769,3.219231
838,1803,6.934615,3.223077
839,1804,6.938462,3.226923
840,1805,6.942308,3.230769
841,1806,6.946154,3.234615
842,1807,6.950000,3.238462
843,1808,6.953846,3.242308
844,1809,6.957692,3.246154
845,1810,6.961538,3.250000
846,1811,6.965385,3.253846
847,1812,6.969231,3.257692
848,1813,6.973077,3.261538
849,1814,6.976923,3.265385
850,1815,6.980769,3.269231
851,1816,6.984615,3.273077
852,1817,6.988462,3.276923
853,1818,6.992308,3.280769
854,1819,6.996154,3.284615
855,1820,7.000000,3.288462
856,1821,7.003846,3.292308
